,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Name
376,51,0,2,1178,0,14,2,Life Sciences,1,500,3,0,87,3,2,Sales Executive,4,Married,4936,14862,4,Y,No,11,3,3,80,1,18,2,2,7,7,0,7,Samuel Cox
377,36,0,2,329,1,2,3,Life Sciences,1,501,4,0,96,3,1,Research Scientist,3,Married,2543,11868,4,Y,No,13,3,2,80,1,6,3,3,2,2,2,2,Christopher Deleon
378,34,1,0,1362,0,19,3,Marketing,1,502,1,1,67,4,2,Sales Executive,4,Single,5304,4652,8,Y,Yes,13,3,2,80,0,9,3,2,5,2,0,4,Joyce Perkins
379,55,0,2,1311,1,2,3,Life Sciences,1,505,3,0,97,3,4,Manager,4,Single,16659,23258,2,Y,Yes,13,3,3,80,0,30,2,3,5,4,1,2,Rebecca Harmon
380,24,0,2,1371,0,10,4,Marketing,1,507,4,0,77,3,2,Sales Executive,3,Divorced,4260,5915,1,Y,Yes,12,3,4,80,1,5,2,4,5,2,0,3,Brandy Miller
381,30,0,2,202,0,2,1,Technical Degree,1,508,3,1,72,3,1,Sales Representative,2,Married,2476,17434,1,Y,No,18,3,1,80,1,1,3,3,1,0,0,0,Sharon Olsen
382,26,1,1,575,1,3,1,Technical Degree,1,510,3,1,73,3,1,Research Scientist,1,Single,3102,6582,0,Y,No,22,4,3,80,0,7,2,3,6,4,0,4,Eric Bryant MD
383,22,0,2,253,1,11,3,Medical,1,511,1,0,43,3,1,Research Scientist,2,Married,2244,24440,1,Y,No,13,3,4,80,1,2,1,3,2,1,1,2,Gwendolyn Matthews
384,36,0,2,164,0,2,2,Medical,1,513,2,1,61,2,3,Sales Executive,3,Married,7596,3809,1,Y,No,13,3,2,80,2,10,2,3,10,9,9,0,Justin Russell
385,30,1,1,464,1,4,3,Technical Degree,1,514,3,1,40,3,1,Research Scientist,4,Single,2285,3427,9,Y,Yes,23,4,3,80,0,3,4,3,1,0,0,0,Jacob Cameron
386,37,0,2,1107,1,14,3,Life Sciences,1,515,4,0,95,3,1,Laboratory Technician,1,Divorced,3034,26914,1,Y,No,12,3,3,80,1,18,2,2,18,7,12,17,Tyler Vasquez
387,40,0,2,759,0,2,2,Marketing,1,516,4,0,46,3,2,Sales Executive,2,Divorced,5715,22553,7,Y,No,12,3,3,80,2,8,5,3,5,4,1,3,Susan Oneal
388,42,0,2,201,1,1,4,Life Sciences,1,517,2,0,95,3,1,Laboratory Technician,1,Divorced,2576,20490,3,Y,No,16,3,2,80,1,8,5,3,5,2,1,2,Trevor Walker
389,37,0,2,1305,1,10,4,Life Sciences,1,518,3,1,49,3,2,Manufacturing Director,2,Single,4197,21123,2,Y,Yes,12,3,4,80,0,18,2,2,1,0,0,1,Michele Sanchez
390,43,0,2,982,1,12,3,Life Sciences,1,520,1,1,59,2,4,Research Director,2,Divorced,14336,4345,1,Y,No,11,3,3,80,1,25,3,3,25,10,3,9,Nicholas Jones
391,40,0,2,555,1,2,3,Medical,1,521,2,0,78,2,2,Laboratory Technician,3,Married,3448,13436,6,Y,No,22,4,2,80,1,20,3,3,1,0,0,0,Timothy Anderson
392,54,0,2,821,1,5,2,Medical,1,522,1,1,86,3,5,Research Director,1,Married,19406,8509,4,Y,No,11,3,3,80,1,24,4,2,4,2,1,2,Angie Durham
393,34,0,0,1381,0,4,4,Marketing,1,523,3,0,72,3,2,Sales Executive,3,Married,6538,12740,9,Y,No,15,3,1,80,1,6,3,3,3,2,1,2,Samantha Martinez
394,31,0,2,480,1,7,2,Medical,1,524,2,0,31,3,2,Manufacturing Director,1,Married,4306,4156,1,Y,No,12,3,2,80,1,13,5,1,13,10,3,12,Robert Hall
395,43,0,1,313,1,21,3,Medical,1,525,4,1,61,3,1,Laboratory Technician,4,Married,2258,15238,7,Y,No,20,4,1,80,1,8,1,3,3,2,1,2,Melissa Sanchez
396,43,0,2,1473,1,8,4,Other,1,526,3,0,74,3,2,Healthcare Representative,3,Divorced,4522,2227,4,Y,Yes,14,3,4,80,0,8,3,3,5,2,0,2,Kelly Collins
397,25,0,2,891,0,4,2,Life Sciences,1,527,2,0,99,2,2,Sales Executive,4,Single,4487,12090,1,Y,Yes,11,3,2,80,0,5,3,3,5,4,1,3,Carrie Coleman
398,37,0,0,1063,1,25,5,Medical,1,529,2,0,72,3,2,Research Scientist,3,Married,4449,23866,3,Y,Yes,15,3,1,80,2,15,2,3,13,11,10,7,Arthur Jordan
399,31,0,2,329,1,1,2,Life Sciences,1,530,4,1,98,2,1,Laboratory Technician,1,Married,2218,16193,1,Y,No,12,3,3,80,1,4,3,3,4,2,3,2,Danielle White
400,39,0,1,1218,1,1,1,Life Sciences,1,531,2,1,52,3,5,Manager,3,Divorced,19197,8213,1,Y,Yes,14,3,3,80,1,21,3,3,21,8,1,6,Sara Brooks
401,56,0,1,906,0,6,3,Life Sciences,1,532,3,0,86,4,4,Sales Executive,1,Married,13212,18256,9,Y,No,11,3,4,80,3,36,0,2,7,7,7,7,Brian Mathews
402,30,0,2,1082,0,12,3,Technical Degree,1,533,2,0,83,3,2,Sales Executive,3,Single,6577,19558,0,Y,No,11,3,2,80,0,6,6,3,5,4,4,4,Cory Gonzalez
403,41,0,2,645,0,1,3,Marketing,1,534,2,1,49,4,3,Sales Executive,1,Married,8392,19566,1,Y,No,16,3,3,80,1,10,2,3,10,7,0,7,Amber Allen
404,28,0,2,1300,1,17,2,Medical,1,536,3,1,79,3,2,Laboratory Technician,1,Divorced,4558,13535,1,Y,No,12,3,4,80,1,10,2,3,10,0,1,8,Sandy Martinez
405,25,1,2,688,1,3,3,Medical,1,538,1,1,91,3,1,Laboratory Technician,1,Married,4031,9396,5,Y,No,13,3,3,80,1,6,5,3,2,2,0,2,Dr. Heather Montes DDS
406,52,0,2,319,1,3,3,Medical,1,543,4,1,39,2,3,Manufacturing Director,3,Married,7969,19609,2,Y,Yes,14,3,3,80,0,28,4,3,5,4,0,4,Amanda Beck
407,45,0,2,192,1,10,2,Life Sciences,1,544,1,1,69,3,1,Research Scientist,4,Married,2654,9655,3,Y,No,21,4,4,80,2,8,3,2,2,2,0,2,David Miller
408,52,0,2,1490,1,4,2,Life Sciences,1,546,4,0,30,3,4,Manager,4,Married,16555,10310,2,Y,No,13,3,4,80,0,31,2,1,5,2,1,4,Casey Johnson MD
409,42,0,1,532,1,29,2,Life Sciences,1,547,1,0,92,3,2,Research Scientist,3,Divorced,4556,12932,2,Y,No,11,3,2,80,1,19,3,3,5,4,0,2,Mason Williams
410,30,0,2,317,1,2,3,Life Sciences,1,548,3,0,43,1,2,Manufacturing Director,4,Single,6091,24793,2,Y,No,20,4,3,80,0,11,2,3,5,4,0,2,Debbie Hamilton
411,60,0,2,422,1,7,3,Life Sciences,1,549,1,0,41,3,5,Manager,1,Married,19566,3854,5,Y,No,11,3,4,80,0,33,5,1,29,8,11,10,William James
412,46,0,2,1485,1,18,3,Medical,1,550,3,0,87,3,2,Manufacturing Director,3,Divorced,4810,26314,2,Y,No,14,3,3,80,1,19,5,2,10,7,0,8,Julie Kemp
413,42,0,1,1368,1,28,4,Technical Degree,1,551,4,0,88,2,2,Healthcare Representative,4,Married,4523,4386,0,Y,No,11,3,4,80,3,7,4,4,6,5,0,4,Kathleen Ramos
414,24,1,2,1448,0,1,1,Technical Degree,1,554,1,0,62,3,1,Sales Representative,2,Single,3202,21972,1,Y,Yes,16,3,2,80,0,6,4,3,5,3,1,4,Latasha Drake
415,34,1,1,296,0,6,2,Marketing,1,555,4,0,33,1,1,Sales Representative,3,Divorced,2351,12253,0,Y,No,16,3,4,80,1,3,3,2,2,2,1,0,Jack Castaneda
416,38,0,1,1490,1,2,2,Life Sciences,1,556,4,1,42,3,1,Laboratory Technician,4,Married,1702,12106,1,Y,Yes,23,4,3,80,1,1,3,3,1,0,0,0,Shelby Haynes
417,40,0,2,1398,0,2,4,Life Sciences,1,558,3,0,79,3,5,Manager,3,Married,18041,13022,0,Y,No,14,3,4,80,0,21,2,3,20,15,1,12,Tonya Barnes
418,26,0,2,1349,1,23,3,Life Sciences,1,560,1,0,90,3,1,Research Scientist,4,Divorced,2886,3032,1,Y,No,22,4,2,80,2,3,3,1,3,2,0,2,Tiffany Jackson
419,30,0,0,1400,1,3,3,Life Sciences,1,562,3,1,53,3,1,Laboratory Technician,4,Married,2097,16734,4,Y,No,15,3,3,80,1,9,3,1,5,3,1,4,Jacob Burke
420,29,0,2,986,1,3,4,Medical,1,564,2,1,93,2,3,Research Director,3,Married,11935,21526,1,Y,No,18,3,3,80,0,10,2,3,10,2,0,7,Peter Roach
421,29,1,2,408,1,25,5,Technical Degree,1,565,3,0,71,2,1,Research Scientist,2,Married,2546,18300,5,Y,No,16,3,2,80,0,6,2,4,2,2,1,1,Ian Carlson
422,19,1,2,489,2,2,2,Technical Degree,1,566,1,1,52,2,1,Human Resources,4,Single,2564,18437,1,Y,No,12,3,3,80,0,1,3,4,1,0,0,0,Amanda Bauer
423,30,0,0,1398,0,22,4,Other,1,567,3,0,69,3,3,Sales Executive,1,Married,8412,2890,0,Y,No,11,3,3,80,0,10,3,3,9,8,7,8,Karen Nichols
424,57,0,2,210,0,29,3,Marketing,1,568,1,1,56,2,4,Manager,4,Divorced,14118,22102,3,Y,No,12,3,3,80,1,32,3,2,1,0,0,0,Juan Oneill
425,50,0,2,1099,1,29,4,Life Sciences,1,569,2,1,88,2,4,Manager,3,Married,17046,9314,0,Y,No,15,3,2,80,1,28,2,3,27,10,15,7,Jessica Medina
426,30,0,0,1116,1,2,3,Medical,1,571,3,0,49,3,1,Laboratory Technician,4,Single,2564,7181,0,Y,No,14,3,3,80,0,12,2,2,11,7,6,7,Amy Lee
427,60,0,1,1499,0,28,3,Marketing,1,573,3,0,80,2,3,Sales Executive,1,Married,10266,2845,4,Y,No,19,3,4,80,0,22,5,4,18,13,13,11,Deanna Woods
428,47,0,2,983,1,2,2,Medical,1,574,1,0,65,3,2,Manufacturing Director,4,Divorced,5070,7389,5,Y,No,13,3,3,80,3,20,2,3,5,0,0,4,Dr. Christian Myers DDS
429,46,0,2,1009,1,2,3,Life Sciences,1,575,1,1,51,3,4,Research Director,3,Married,17861,2288,6,Y,No,13,3,3,80,0,26,2,1,3,2,0,1,Derrick Harmon
430,35,0,2,144,1,22,3,Life Sciences,1,577,4,1,46,1,1,Laboratory Technician,3,Single,4230,19225,0,Y,No,15,3,3,80,0,6,2,3,5,4,4,3,Scott Edwards
431,54,0,2,548,1,8,4,Life Sciences,1,578,3,0,42,3,2,Laboratory Technician,3,Single,3780,23428,7,Y,No,11,3,3,80,0,19,3,3,1,0,0,0,Alicia Poole
432,34,0,2,1303,1,2,4,Life Sciences,1,579,4,1,62,2,1,Research Scientist,3,Divorced,2768,8416,3,Y,No,12,3,3,80,1,14,3,3,7,3,5,7,Donna Phillips
433,46,0,2,1125,0,10,3,Marketing,1,580,3,0,94,2,3,Sales Executive,4,Married,9071,11563,2,Y,Yes,19,3,3,80,1,15,3,3,3,2,1,2,Alicia Howard
434,31,0,2,1274,1,9,1,Life Sciences,1,581,3,1,33,3,3,Manufacturing Director,2,Divorced,10648,14394,1,Y,No,25,4,4,80,1,13,6,4,13,8,0,8,Michael Bright
435,33,1,2,1277,1,15,1,Medical,1,582,2,1,56,3,3,Manager,3,Married,13610,24619,7,Y,Yes,12,3,4,80,0,15,2,4,7,6,7,7,Nicole Wiggins
436,33,1,2,587,1,10,1,Medical,1,584,1,1,38,1,1,Laboratory Technician,4,Divorced,3408,6705,7,Y,No,13,3,1,80,3,8,2,3,4,3,1,3,Alexis Livingston
437,30,0,2,413,0,7,1,Marketing,1,585,4,1,57,3,1,Sales Representative,2,Single,2983,18398,0,Y,No,14,3,1,80,0,4,3,3,3,2,1,2,David Johnson
438,35,0,2,1276,1,16,3,Life Sciences,1,586,4,1,72,3,3,Healthcare Representative,3,Married,7632,14295,4,Y,Yes,12,3,3,80,0,10,2,3,8,7,0,0,Lynn Lucas
439,31,1,1,534,1,20,3,Life Sciences,1,587,1,1,66,3,3,Healthcare Representative,3,Married,9824,22908,3,Y,No,12,3,1,80,0,12,2,3,1,0,0,0,Angela Klein
440,34,1,1,988,2,23,3,Human Resources,1,590,2,0,43,3,3,Human Resources,1,Divorced,9950,11533,9,Y,Yes,15,3,3,80,3,11,2,3,3,2,0,2,Angela Sullivan
441,42,0,1,1474,1,5,2,Other,1,591,2,1,97,3,1,Laboratory Technician,3,Married,2093,9260,4,Y,No,17,3,4,80,1,8,4,3,2,2,2,0,Cody Graves
442,36,0,0,635,0,10,4,Medical,1,592,2,1,32,3,3,Sales Executive,4,Single,9980,15318,1,Y,No,14,3,4,80,0,10,3,2,10,3,9,7,Scott Velazquez
443,22,1,1,1368,1,4,1,Technical Degree,1,593,3,1,99,2,1,Laboratory Technician,3,Single,3894,9129,5,Y,No,16,3,3,80,0,4,3,3,2,2,1,2,Eric Melton
444,48,0,2,163,0,2,5,Marketing,1,595,2,0,37,3,2,Sales Executive,4,Married,4051,19658,2,Y,No,14,3,1,80,1,14,2,3,9,7,6,7,Donna Fernandez
445,55,0,2,1117,0,18,5,Life Sciences,1,597,1,0,83,3,4,Manager,2,Single,16835,9873,3,Y,No,23,4,4,80,0,37,2,3,10,9,7,7,Joe King
446,41,0,0,267,0,10,2,Life Sciences,1,599,4,1,56,3,2,Sales Executive,4,Single,6230,13430,7,Y,No,14,3,4,80,0,16,3,3,14,3,1,10,Angel Thompson
447,35,0,2,619,0,1,3,Marketing,1,600,2,1,85,3,2,Sales Executive,3,Married,4717,18659,9,Y,No,11,3,3,80,0,15,2,3,11,9,6,9,Jamie Bradshaw
448,40,0,2,302,1,6,3,Life Sciences,1,601,2,0,75,3,4,Manufacturing Director,3,Single,13237,20364,7,Y,No,15,3,3,80,0,22,3,3,20,6,5,13,Brian Murphy
449,39,0,1,443,1,8,1,Life Sciences,1,602,3,0,48,3,1,Laboratory Technician,3,Married,3755,17872,1,Y,No,11,3,1,80,1,8,3,3,8,3,0,7,Jason Gross
450,31,0,2,828,0,2,1,Life Sciences,1,604,2,1,77,3,2,Sales Executive,4,Single,6582,8346,4,Y,Yes,13,3,3,80,0,10,2,4,6,5,0,5,Alexis Nolan
451,42,0,2,319,1,24,3,Medical,1,605,4,1,56,3,3,Manufacturing Director,1,Married,7406,6950,1,Y,Yes,21,4,4,80,1,10,5,2,10,9,5,8,Karen Smith
452,45,0,2,561,0,2,3,Other,1,606,4,1,61,3,2,Sales Executive,2,Married,4805,16177,0,Y,No,19,3,2,80,1,9,3,4,8,7,3,7,Mary Jones
453,26,1,1,426,2,17,4,Life Sciences,1,608,2,0,58,3,1,Human Resources,3,Divorced,2741,22808,0,Y,Yes,11,3,2,80,1,8,2,2,7,7,1,0,Monica Beck
454,29,0,2,232,1,19,3,Technical Degree,1,611,4,1,34,3,2,Manufacturing Director,4,Divorced,4262,22645,4,Y,No,12,3,2,80,2,8,2,4,3,2,1,2,Pamela Hill
455,33,0,2,922,1,1,5,Medical,1,612,1,0,95,4,4,Research Director,3,Divorced,16184,22578,4,Y,No,19,3,3,80,1,10,2,3,6,1,0,5,Tim Greer
456,31,0,2,688,0,7,3,Life Sciences,1,613,3,1,44,2,3,Manager,4,Divorced,11557,25291,9,Y,No,21,4,3,80,1,10,3,2,5,4,0,1,Micheal Delgado
457,18,1,1,1306,0,5,3,Marketing,1,614,2,1,69,3,1,Sales Representative,2,Single,1878,8059,1,Y,Yes,14,3,4,80,0,0,3,3,0,0,0,0,Diana Williams
458,40,0,0,1094,0,28,3,Other,1,615,3,1,58,1,3,Sales Executive,1,Divorced,10932,11373,3,Y,No,15,3,3,80,1,20,2,3,1,0,0,1,Sabrina Murphy
459,41,0,0,509,1,2,4,Other,1,616,1,0,62,2,2,Healthcare Representative,3,Single,6811,2112,2,Y,Yes,17,3,1,80,0,10,3,3,8,7,0,7,Kimberly Morgan
460,26,0,2,775,0,29,2,Medical,1,618,1,1,45,3,2,Sales Executive,3,Divorced,4306,4267,5,Y,No,12,3,1,80,2,8,5,3,0,0,0,0,Joseph Newman
461,35,0,2,195,0,1,3,Medical,1,620,1,0,80,3,2,Sales Executive,3,Single,4859,6698,1,Y,No,16,3,4,80,0,5,3,3,5,4,0,3,Sylvia Harper
462,34,0,2,258,0,21,4,Life Sciences,1,621,4,1,74,4,2,Sales Executive,4,Single,5337,19921,1,Y,No,12,3,4,80,0,10,3,3,10,7,5,7,Amy Camacho
463,26,1,2,471,1,24,3,Technical Degree,1,622,3,1,66,1,1,Laboratory Technician,4,Single,2340,23213,1,Y,Yes,18,3,2,80,0,1,3,1,1,0,0,0,Adam Hunt
464,37,0,2,799,1,1,3,Technical Degree,1,623,2,0,59,3,3,Manufacturing Director,4,Single,7491,23848,4,Y,No,17,3,4,80,0,12,3,4,6,5,1,2,Katherine Gonzalez
465,46,0,1,1034,1,18,1,Medical,1,624,1,0,86,3,3,Healthcare Representative,3,Married,10527,8984,5,Y,No,11,3,4,80,0,28,3,2,2,2,1,2,Tracy Melendez
466,41,0,2,1276,0,2,5,Life Sciences,1,625,2,0,91,3,4,Manager,1,Married,16595,5626,7,Y,No,16,3,2,80,1,22,2,3,18,16,11,8,Katherine Floyd
467,37,0,0,142,0,9,4,Medical,1,626,1,1,69,3,3,Sales Executive,2,Divorced,8834,24666,1,Y,No,13,3,4,80,1,9,6,3,9,5,7,7,Brandon Alvarado
468,52,0,2,956,1,6,2,Technical Degree,1,630,4,1,78,3,2,Research Scientist,1,Divorced,5577,22087,3,Y,Yes,12,3,2,80,2,18,3,3,10,9,6,9,Thomas Henry
469,32,1,0,1474,0,11,4,Other,1,631,4,1,60,4,2,Sales Executive,3,Married,4707,23914,8,Y,No,12,3,4,80,0,6,2,3,4,2,1,2,Sarah Payne
470,24,0,1,535,0,24,3,Medical,1,632,4,1,38,3,1,Sales Representative,4,Married,2400,5530,0,Y,No,13,3,3,80,2,3,3,3,2,2,2,1,Danny Taylor
471,38,0,2,1495,1,10,3,Medical,1,634,3,0,76,3,2,Healthcare Representative,3,Married,9824,22174,3,Y,No,19,3,3,80,1,18,4,3,1,0,0,0,Brittany Huff
472,37,0,2,446,1,1,4,Life Sciences,1,635,2,0,65,3,2,Manufacturing Director,2,Married,6447,15701,6,Y,No,12,3,2,80,1,8,2,2,6,5,4,3,Joseph Robertson
473,49,0,2,1245,1,18,4,Life Sciences,1,638,4,1,58,2,5,Research Director,3,Divorced,19502,2125,1,Y,Yes,17,3,3,80,1,31,5,3,31,9,0,9,Michelle Leblanc
474,24,0,2,691,1,23,3,Medical,1,639,2,1,89,4,1,Research Scientist,4,Married,2725,21630,1,Y,Yes,11,3,2,80,2,6,3,3,6,5,1,4,Jeanette Ellison
475,26,0,2,703,0,28,2,Marketing,1,641,1,1,66,3,2,Sales Executive,2,Married,6272,7428,1,Y,No,20,4,4,80,2,6,5,4,5,3,1,4,Casey Robinson
476,24,0,2,823,1,17,2,Other,1,643,4,1,94,2,1,Laboratory Technician,2,Married,2127,9100,1,Y,No,21,4,4,80,1,1,2,3,1,0,0,0,Brian Fernandez
477,50,0,1,1246,2,3,3,Medical,1,644,1,1,99,3,5,Manager,2,Married,18200,7999,1,Y,No,11,3,3,80,1,32,2,3,32,5,10,7,Kyle Collins
478,25,0,2,622,0,13,1,Medical,1,645,2,1,40,3,1,Sales Representative,3,Married,2096,26376,1,Y,No,11,3,3,80,0,7,1,3,7,4,0,6,Alex Mcpherson
479,24,1,1,1287,1,7,3,Life Sciences,1,647,1,0,55,3,1,Laboratory Technician,3,Married,2886,14168,1,Y,Yes,16,3,4,80,1,6,4,3,6,3,1,2,James Rowland
480,30,1,1,448,0,12,4,Life Sciences,1,648,2,1,74,2,1,Sales Representative,1,Married,2033,14470,1,Y,No,18,3,3,80,1,1,2,4,1,0,0,0,Troy Mitchell
481,34,0,2,254,1,1,2,Life Sciences,1,649,2,1,83,2,1,Research Scientist,4,Married,3622,22794,1,Y,Yes,13,3,4,80,1,6,3,3,6,5,1,3,Mr. Christopher Chambers
482,31,1,2,1365,0,13,4,Medical,1,650,2,1,46,3,2,Sales Executive,1,Divorced,4233,11512,2,Y,No,17,3,3,80,0,9,2,1,3,1,1,2,Rachel Lozano
483,35,0,2,538,1,25,2,Other,1,652,1,1,54,2,2,Laboratory Technician,4,Single,3681,14004,4,Y,No,14,3,4,80,0,9,3,3,3,2,0,2,Terri Stevens
484,31,0,2,525,0,6,4,Medical,1,653,1,1,66,4,2,Sales Executive,4,Divorced,5460,6219,4,Y,No,22,4,4,80,2,13,4,4,7,7,5,7,Bruce Kent
485,27,0,2,798,1,6,4,Medical,1,655,1,0,66,2,1,Research Scientist,3,Divorced,2187,5013,0,Y,No,12,3,3,80,2,6,5,2,5,3,0,3,Ashley Compton
486,37,0,2,558,0,2,3,Marketing,1,656,4,1,75,3,2,Sales Executive,3,Married,9602,3010,4,Y,Yes,11,3,3,80,1,17,3,2,3,0,1,0,Wendy Bennett
487,20,0,2,959,1,1,3,Life Sciences,1,657,4,0,83,2,1,Research Scientist,2,Single,2836,11757,1,Y,No,13,3,4,80,0,1,0,4,1,0,0,0,Patricia Baker
488,42,0,2,622,1,2,4,Life Sciences,1,659,3,0,81,3,2,Healthcare Representative,4,Married,4089,5718,1,Y,No,13,3,2,80,2,10,4,3,10,2,2,2,Michaela Peterson
489,43,0,2,782,1,6,4,Other,1,661,2,1,50,2,4,Research Director,4,Divorced,16627,2671,4,Y,Yes,14,3,3,80,1,21,3,2,1,0,0,0,Carrie Williams
490,38,0,2,362,1,1,1,Life Sciences,1,662,3,0,43,3,1,Research Scientist,1,Single,2619,14561,3,Y,No,17,3,4,80,0,8,3,2,0,0,0,0,Megan Smith
491,43,0,1,1001,1,9,5,Medical,1,663,4,1,72,3,2,Laboratory Technician,3,Divorced,5679,19627,3,Y,Yes,13,3,2,80,1,10,3,3,8,7,4,7,Michael Rollins
492,48,0,2,1236,1,1,4,Life Sciences,1,664,4,0,40,2,4,Manager,1,Married,15402,17997,7,Y,No,11,3,1,80,1,21,3,1,3,2,0,2,Rebecca Ayala MD
493,44,0,2,1112,2,1,4,Life Sciences,1,665,1,0,50,2,2,Human Resources,3,Single,5985,26894,4,Y,No,11,3,2,80,0,10,1,4,2,2,0,2,Kelly Thompson
494,34,0,2,204,0,14,3,Technical Degree,1,666,3,0,31,3,1,Sales Representative,3,Divorced,2579,2912,1,Y,Yes,18,3,4,80,2,8,3,3,8,2,0,6,Candice Payne
495,27,1,2,1420,0,2,1,Marketing,1,667,3,1,85,3,1,Sales Representative,1,Divorced,3041,16346,0,Y,No,11,3,2,80,1,5,3,3,4,3,0,2,Daniel Martinez
496,21,0,2,1343,0,22,1,Technical Degree,1,669,3,1,49,3,1,Sales Representative,3,Single,3447,24444,1,Y,No,11,3,3,80,0,3,2,3,3,2,1,2,Kimberly Collins
497,44,0,2,1315,1,3,4,Other,1,671,4,1,35,3,5,Manager,4,Married,19513,9358,4,Y,Yes,12,3,1,80,1,26,2,4,2,2,0,1,Daniel Davis
498,22,0,2,604,1,6,1,Medical,1,675,1,1,69,3,1,Research Scientist,3,Married,2773,12145,0,Y,No,20,4,4,80,0,3,3,3,2,2,2,2,Richard Reid
499,33,0,2,1216,0,8,4,Marketing,1,677,3,1,39,3,2,Sales Executive,3,Divorced,7104,20431,0,Y,No,12,3,4,80,0,6,3,3,5,0,1,2,Michelle Kelley
500,32,0,2,646,1,9,4,Life Sciences,1,679,1,0,92,3,2,Research Scientist,4,Married,6322,18089,1,Y,Yes,12,3,4,80,1,6,2,2,6,4,0,5,Mark Pearson
501,30,0,1,160,1,3,3,Medical,1,680,3,0,71,3,1,Research Scientist,3,Divorced,2083,22653,1,Y,No,20,4,3,80,1,1,2,3,1,0,0,0,Christina Sanders
502,53,0,2,238,0,1,1,Medical,1,682,4,0,34,3,2,Sales Executive,1,Single,8381,7507,7,Y,No,20,4,4,80,0,18,2,4,14,7,8,10,Steven West
503,34,0,2,1397,1,1,5,Life Sciences,1,683,2,1,42,3,1,Research Scientist,4,Married,2691,7660,1,Y,No,12,3,4,80,1,10,4,2,10,9,8,8,Erica Ramirez
504,45,1,1,306,0,26,4,Life Sciences,1,684,1,0,100,3,2,Sales Executive,1,Married,4286,5630,2,Y,No,14,3,4,80,2,5,4,3,1,1,0,0,Jonathan Ayala
505,26,0,2,991,1,6,3,Life Sciences,1,686,3,0,71,3,1,Laboratory Technician,4,Married,2659,17759,1,Y,Yes,13,3,3,80,1,3,2,3,3,2,0,2,Carrie Flores
506,37,0,2,482,1,3,3,Other,1,689,3,1,36,3,3,Manufacturing Director,3,Married,9434,9606,1,Y,No,15,3,3,80,1,10,2,3,10,7,7,8,Timothy Bell
507,29,0,2,1176,0,3,2,Medical,1,690,2,0,62,3,2,Sales Executive,3,Married,5561,3487,1,Y,No,14,3,1,80,1,6,5,2,6,0,1,2,Megan Romero
508,35,0,2,1017,1,6,4,Life Sciences,1,691,2,1,82,1,2,Research Scientist,4,Single,6646,19368,1,Y,No,13,3,2,80,0,17,3,3,17,11,11,8,Melissa Cole
509,33,0,1,1296,1,6,3,Life Sciences,1,692,3,1,30,3,2,Healthcare Representative,4,Divorced,7725,5335,3,Y,No,23,4,3,80,1,15,2,1,13,11,4,7,Stephanie Liu
510,54,0,2,397,2,19,4,Medical,1,698,3,1,88,3,3,Human Resources,2,Married,10725,6729,2,Y,No,15,3,3,80,1,16,1,4,9,7,7,1,Stacey Williams
511,36,0,2,913,1,9,2,Medical,1,699,2,1,48,2,2,Manufacturing Director,2,Divorced,8847,13934,2,Y,Yes,11,3,3,80,1,13,2,3,3,2,0,2,Zachary Chang
512,27,0,2,1115,1,3,4,Medical,1,700,1,1,54,2,1,Research Scientist,4,Single,2045,15174,0,Y,No,13,3,4,80,0,5,0,3,4,2,1,1,Justin Hayden
513,20,1,2,1362,1,10,1,Medical,1,701,4,1,32,3,1,Research Scientist,3,Single,1009,26999,1,Y,Yes,11,3,4,80,0,1,5,3,1,0,1,1,Erica Thompson
514,33,1,1,1076,1,3,3,Life Sciences,1,702,1,1,70,3,1,Research Scientist,1,Single,3348,3164,1,Y,Yes,11,3,1,80,0,10,3,3,10,8,9,7,Michael Williams
515,35,0,0,727,1,3,3,Life Sciences,1,704,3,1,41,2,1,Laboratory Technician,3,Married,1281,16900,1,Y,No,18,3,3,80,2,1,3,3,1,0,0,0,Ryan Wise
516,23,0,2,885,1,4,3,Medical,1,705,1,1,58,4,1,Research Scientist,1,Married,2819,8544,2,Y,No,16,3,1,80,1,5,3,4,3,2,0,2,Emily Webb
517,25,0,2,810,0,8,3,Life Sciences,1,707,4,1,57,4,2,Sales Executive,2,Married,4851,15678,0,Y,No,22,4,3,80,1,4,4,3,3,2,1,2,Christopher Gray
518,38,0,2,243,0,7,4,Marketing,1,709,4,0,46,2,2,Sales Executive,4,Single,4028,7791,0,Y,No,20,4,1,80,0,8,2,3,7,7,0,5,Miguel Johnson
519,29,0,1,806,1,1,4,Life Sciences,1,710,2,1,76,1,1,Research Scientist,4,Divorced,2720,18959,1,Y,No,18,3,4,80,1,10,5,3,10,7,2,8,Jon Monroe
